kode_wilayah,wilayah,judul_data,tahun,nilai
9504,Asmat,Pengeluaran Konsumsi Rumah Tangga,2015,1318.32
7402,Muna,Pengeluaran Konsumsi LNPRT,2023,97.86
5306,Belu,Pengeluaran Konsumsi Rumah Tangga,2020,3084.35
3507,Malang,Pembentukan Modal Tetap Bruto,2019,34314.21
9104,Teluk Bintuni,Net Ekspor,2021,25404.76
1610,Ogan Ilir,Perubahan Inventori,2014,109.42
3575,Kota Pasuruan,Pengeluaran Konsumsi Pemerintah,2015,878.03
7408,Kolaka Utara,Pengeluaran Konsumsi LNPRT,2016,55.25
5107,Karangasem,Pengeluaran Konsumsi LNPRT,2015,210.03
7403,Konawe,Pengeluaran Konsumsi Rumah Tangga,2012,3239.17
6502,Bulungan,Pengeluaran Konsumsi Rumah Tangga,2012,1823.3
1803,Lampung Selatan,Pengeluaran Konsumsi LNPRT,2014,327.53
6108,Kapuas Hulu,Pembentukan Modal Tetap Bruto,2019,3189.63
9104,Teluk Bintuni,Pengeluaran Konsumsi Rumah Tangga,2023,1562.89
3171,Kota Jakarta Selatan,Pengeluaran Konsumsi Pemerintah,2018,112416.21
7318,Tana Toraja,Pengeluaran Konsumsi Rumah Tangga,2016,3244.51
1117,Bener Meriah,Pengeluaran Konsumsi Pemerintah,2013,674.6
1172,Kota Sabang,Pengeluaran Konsumsi Rumah Tangga,2023,932.3
1101,Simeulue,PDRB,2023,2935.1
9205,Tambrauw,Pengeluaran Konsumsi Pemerintah,2020,2891.72
6271,Kota Palangka Raya,Pengeluaran Konsumsi Pemerintah,2011,2788.54
1473,Kota Dumai,Pengeluaran Konsumsi LNPRT,2024,259.41
1701,Bengkulu Selatan,Perubahan Inventori,2021,1.5
5310,Sikka,Pengeluaran Konsumsi Pemerintah,2020,1232.9
1471,Kota Pekanbaru,PDRB,2019,118764.89
3315,Grobogan,Pengeluaran Konsumsi Pemerintah,2011,1329.01
3272,Kota Sukabumi,Perubahan Inventori,2014,456.99
3307,Wonosobo,Net Ekspor,2022,-1486.62
7325,Luwu Timur,Perubahan Inventori,2017,-229.95
5315,Manggarai Barat,Pengeluaran Konsumsi Rumah Tangga,2016,2374.23
3210,Majalengka,Pengeluaran Konsumsi Rumah Tangga,2015,16474.44
3604,Serang,Pengeluaran Konsumsi Pemerintah,2014,1648.51
3173,Kota Jakarta Pusat,PDRB,2012,333572.9
1605,Musi Rawas,Pengeluaran Konsumsi LNPRT,2022,292.13
7306,Gowa,Perubahan Inventori,2010,60.31
3171,Kota Jakarta Selatan,Pengeluaran Konsumsi LNPRT,2016,10713.57
3528,Pamekasan,Pengeluaran Konsumsi LNPRT,2015,190.98
1372,Kota Solok,Pengeluaran Konsumsi Rumah Tangga,2019,2115.63
3304,Banjarnegara,Pengeluaran Konsumsi Rumah Tangga,2023,21051.6
3508,Lumajang,Pengeluaran Konsumsi LNPRT,2014,271.61
1507,Tanjung Jabung Barat,Perubahan Inventori,2022,338.33
3578,Kota Surabaya,Pembentukan Modal Tetap Bruto,2018,155553.92
5105,Klungkung,PDRB,2019,9099.5
6308,Hulu Sungai Utara,Pengeluaran Konsumsi Pemerintah,2012,790.23
8102,Maluku Tenggara,Perubahan Inventori,2021,29.37
3574,Kota Probolinggo,Pengeluaran Konsumsi Rumah Tangga,2016,6352.64
5309,Flores Timur,Pengeluaran Konsumsi Rumah Tangga,2024,4762.54
9409,Biak Numfor,Pengeluaran Konsumsi LNPRT,2015,222.55
3308,Magelang,Pengeluaran Konsumsi Pemerintah,2024,2853.45
1219,Batu Bara,Pengeluaran Konsumsi Rumah Tangga,2017,12040.18
1275,Kota Medan,Pengeluaran Konsumsi Rumah Tangga,2024,145424.76
5207,Sumbawa Barat,Pengeluaran Konsumsi Pemerintah,2023,1541.44
3279,Kota Banjar,Pengeluaran Konsumsi Pemerintah,2011,467.82
7406,Bombana,Pembentukan Modal Tetap Bruto,2024,2685.76
6107,Sintang,Net Ekspor,2011,-817.48
1107,Aceh Barat,Pengeluaran Konsumsi LNPRT,2019,200.14
7502,Gorontalo,Perubahan Inventori,2019,227.48
5272,Kota Bima,Pengeluaran Konsumsi LNPRT,2010,33.41
3507,Malang,Pengeluaran Konsumsi Rumah Tangga,2013,40821.23
3504,Tulungagung,Pembentukan Modal Tetap Bruto,2013,6370.34
1374,Kota Padang Panjang,Pengeluaran Konsumsi Pemerintah,2024,680.69
6309,Tabalong,Pembentukan Modal Tetap Bruto,2019,2793.78
5204,Sumbawa,Pengeluaran Konsumsi Rumah Tangga,2013,6868.15
1810,Pringsewu,PDRB,2017,9685.78
9701,Nduga,Pembentukan Modal Tetap Bruto,2010,198.35
7173,Kota Tomohon,Pembentukan Modal Tetap Bruto,2021,2623.43
7201,Banggai Kepulauan,Pengeluaran Konsumsi Pemerintah,2010,241.63
3403,Gunung Kidul,Perubahan Inventori,2010,123.54
9428,Mamberamo Raya,Pengeluaran Konsumsi Rumah Tangga,2016,831.28
8102,Maluku Tenggara,Pengeluaran Konsumsi LNPRT,2017,65.05
7405,Konawe Selatan,Pengeluaran Konsumsi Pemerintah,2019,1405.84
8107,Seram Bagian Timur,Net Ekspor,2017,-1056.71
9271,Kota Sorong,Pembentukan Modal Tetap Bruto,2016,4229.61
1673,Kota Pagar Alam,Pembentukan Modal Tetap Bruto,2017,1035.29
1304,Sijunjung,Pengeluaran Konsumsi LNPRT,2024,97.13
9601,Mimika,Perubahan Inventori,2010,-2057.45
5320,Sabu Raijua,Pengeluaran Konsumsi LNPRT,2013,20.05
7502,Gorontalo,Net Ekspor,2013,-1438.48
1116,Aceh Jaya,PDRB,2014,1838.87
9202,Sorong,Perubahan Inventori,2021,-92.89
7107,Bolaang Mongondow Utara,Pengeluaran Konsumsi Rumah Tangga,2024,1688.69
1704,Kaur,Pembentukan Modal Tetap Bruto,2010,777.85
6108,Kapuas Hulu,Pengeluaran Konsumsi Pemerintah,2012,899.67
3175,Kota Jakarta Utara,Perubahan Inventori,2010,6799.59
6403,Kutai Kartanegara,Pengeluaran Konsumsi Pemerintah,2010,2574.07
3202,Sukabumi,Pembentukan Modal Tetap Bruto,2011,9084.24
3316,Blora,Perubahan Inventori,2012,783.78
6107,Sintang,Pengeluaran Konsumsi Pemerintah,2014,1249.57
1807,Way Kanan,Pengeluaran Konsumsi Pemerintah,2016,968.9
8109,Buru Selatan,Perubahan Inventori,2011,11.38
1118,Pidie Jaya,Perubahan Inventori,2018,11.28
6210,Pulang Pisau,Net Ekspor,2016,-939.59
9202,Sorong,Pengeluaran Konsumsi Pemerintah,2024,1387.76
3316,Blora,Net Ekspor,2024,3025.2
1309,Pasaman,Pembentukan Modal Tetap Bruto,2021,2882.06
5207,Sumbawa Barat,Net Ekspor,2015,14940.39
7301,Kepulauan Selayar,Pembentukan Modal Tetap Bruto,2024,3780.53
5320,Sabu Raijua,Perubahan Inventori,2024,0.0
6409,Penajam Paser Utara,Net Ekspor,2019,771.47
3516,Mojokerto,Perubahan Inventori,2011,376.06
6403,Kutai Kartanegara,Pengeluaran Konsumsi Rumah Tangga,2022,21153.84
6212,Barito Timur,Net Ekspor,2014,193.4
1504,Batang Hari,PDRB,2017,14695.34
3306,Purworejo,Pengeluaran Konsumsi Rumah Tangga,2014,10286.59
7501,Boalemo,Net Ekspor,2021,-47.8
3374,Kota Semarang,Pengeluaran Konsumsi LNPRT,2017,1117.47
7373,Kota Palopo,Net Ekspor,2014,-692.62
1507,Tanjung Jabung Barat,PDRB,2016,31443.37
1812,Tulang Bawang Barat,Perubahan Inventori,2023,85.18
1501,Kerinci,Perubahan Inventori,2016,70.05
5104,Gianyar,Pembentukan Modal Tetap Bruto,2020,9307.32
3577,Kota Madiun,Pengeluaran Konsumsi LNPRT,2022,186.74
6310,Tanah Bumbu,Net Ekspor,2012,6805.4
7202,Banggai,Pembentukan Modal Tetap Bruto,2023,9179.01
3208,Kuningan,Perubahan Inventori,2024,28.77
7472,Kota Baubau,Pembentukan Modal Tetap Bruto,2021,4522.91
1804,Lampung Timur,Pengeluaran Konsumsi Rumah Tangga,2023,32953.49
6108,Kapuas Hulu,Pembentukan Modal Tetap Bruto,2017,2896.07
1209,Simalungun,Net Ekspor,2023,9581.34
3520,Magetan,Net Ekspor,2019,-1532.04
6202,Kotawaringin Timur,Perubahan Inventori,2020,151.87
1376,Kota Payakumbuh,Pengeluaran Konsumsi Pemerintah,2015,698.76
3310,Klaten,PDRB,2018,36993.97
3501,Pacitan,PDRB,2010,6817.4
7208,Parigi Moutong,Pengeluaran Konsumsi Rumah Tangga,2018,10308.16
5106,Bangli,Pengeluaran Konsumsi LNPRT,2016,89.55
1115,Nagan Raya,Net Ekspor,2015,-38.48
1112,Aceh Barat Daya,Perubahan Inventori,2016,16.51
1206,Toba Samosir,Pengeluaran Konsumsi Pemerintah,2015,886.39
3212,Indramayu,Pengeluaran Konsumsi Pemerintah,2014,2175.49
3505,Blitar,Perubahan Inventori,2018,28.59
7174,Kota Kotamobagu,Pengeluaran Konsumsi Rumah Tangga,2011,894.9
1311,Dharmasraya,Pengeluaran Konsumsi Rumah Tangga,2012,3157.87
1372,Kota Solok,Perubahan Inventori,2024,-0.87
1505,Muaro Jambi,Pengeluaran Konsumsi Pemerintah,2020,1794.93
5305,Timor Tengah Utara,Net Ekspor,2017,-1931.48
1802,Tanggamus,PDRB,2021,16316.87
3305,Kebumen,Pengeluaran Konsumsi Pemerintah,2012,1516.22
1610,Ogan Ilir,Pembentukan Modal Tetap Bruto,2016,2774.07
1217,Samosir,Pengeluaran Konsumsi LNPRT,2011,48.55
1709,Bengkulu Tengah,Pembentukan Modal Tetap Bruto,2014,1328.33
3171,Kota Jakarta Selatan,Net Ekspor,2020,-129446.98
7111,Bolaang Mongondow Timur,Net Ekspor,2017,152.3
1613,Musi Rawas Utara,PDRB,2024,9696.34
1208,Asahan,Pengeluaran Konsumsi Rumah Tangga,2012,11154.77
6209,Katingan,Net Ekspor,2013,-658.92
3326,Pekalongan,Perubahan Inventori,2012,752.17
8171,Kota Ambon,Pembentukan Modal Tetap Bruto,2024,3996.87
3574,Kota Probolinggo,Perubahan Inventori,2018,27.33
1408,Bengkalis,Pengeluaran Konsumsi Pemerintah,2016,2905.65
7271,Kota Palu,Net Ekspor,2021,-6233.75
1171,Kota Banda Aceh,PDRB,2012,11573.93
1376,Kota Payakumbuh,Pengeluaran Konsumsi Rumah Tangga,2018,2995.46
9101,Fakfak,PDRB,2020,5200.93
1671,Kota Palembang,Pengeluaran Konsumsi Pemerintah,2023,9356.29
3101,Kep. Seribu,Net Ekspor,2010,1901.36
3302,Banyumas,PDRB,2023,68751.54
7109,Minahasa Tenggara,Net Ekspor,2013,-729.52
8171,Kota Ambon,Pengeluaran Konsumsi LNPRT,2022,407.86
3318,Pati,PDRB,2013,25931.38
7102,Minahasa,Pengeluaran Konsumsi LNPRT,2015,510.51
7207,Buol,Pengeluaran Konsumsi Pemerintah,2024,1291.61
7412,Konawe Kepulauan,Pembentukan Modal Tetap Bruto,2012,0.0
1808,Tulangbawang,Pengeluaran Konsumsi Rumah Tangga,2017,11081.13
7415,Buton Selatan,Pengeluaran Konsumsi LNPRT,2018,31.48
7409,Buton Utara,Perubahan Inventori,2014,16.34
7303,Bantaeng,Net Ekspor,2012,-779.51
6501,Malinau,Pengeluaran Konsumsi Pemerintah,2022,1700.94
1374,Kota Padang Panjang,Pengeluaran Konsumsi Rumah Tangga,2013,1123.86
1903,Bangka Barat,Perubahan Inventori,2020,7.46
9427,Supiori,Pengeluaran Konsumsi Pemerintah,2024,422.15
6207,Lamandau,Pengeluaran Konsumsi Rumah Tangga,2022,2061.41
1103,Aceh Selatan,Pengeluaran Konsumsi LNPRT,2018,108.06
3314,Sragen,Pengeluaran Konsumsi Pemerintah,2024,2742.2
3328,Tegal,Perubahan Inventori,2012,1775.97
3509,Jember,Pengeluaran Konsumsi LNPRT,2010,573.89
3528,Pamekasan,Pengeluaran Konsumsi Pemerintah,2024,2066.89
1309,Pasaman,Pengeluaran Konsumsi Pemerintah,2017,976.14
7111,Bolaang Mongondow Timur,Pengeluaran Konsumsi Pemerintah,2010,271.59
7110,Bolaang Mongondow Selatan,Pengeluaran Konsumsi LNPRT,2019,24.11
3308,Magelang,Pengeluaran Konsumsi Rumah Tangga,2011,12360.78
7403,Konawe,Pengeluaran Konsumsi LNPRT,2017,91.94
7205,Donggala,Pembentukan Modal Tetap Bruto,2023,5182.07
3275,Kota Bekasi,Pengeluaran Konsumsi Rumah Tangga,2022,121706.7
5312,Ngada,PDRB,2022,3819.4
3320,Jepara,PDRB,2019,30230.2
1308,Lima Puluh Kota,Pembentukan Modal Tetap Bruto,2014,3226.08
1702,Rejang Lebong,Pengeluaran Konsumsi Rumah Tangga,2016,4811.04
9201,Raja Ampat,Net Ekspor,2010,550.72
5208,Lombok Utara,Pengeluaran Konsumsi LNPRT,2022,72.88
6501,Malinau,Pengeluaran Konsumsi Rumah Tangga,2011,1224.99
3672,Kota Cilegon,Pembentukan Modal Tetap Bruto,2017,37420.05
7304,Jeneponto,Perubahan Inventori,2021,15.19
3304,Banjarnegara,Net Ekspor,2022,-2043.12
3301,Cilacap,PDRB,2023,132442.29
7108,Siau Tagulandang Biaro,Perubahan Inventori,2015,0.21
8206,Halmahera Timur,Perubahan Inventori,2012,145.68
9703,Lanny Jaya,Pengeluaran Konsumsi Rumah Tangga,2014,791.13
3516,Mojokerto,PDRB,2011,38692.8
3511,Bondowoso,Pengeluaran Konsumsi Rumah Tangga,2016,11362.51
3576,Kota Mojokerto,Pembentukan Modal Tetap Bruto,2022,2622.36
1471,Kota Pekanbaru,Pengeluaran Konsumsi LNPRT,2017,922.29
5312,Ngada,Pembentukan Modal Tetap Bruto,2019,951.85
1508,Tebo,Pengeluaran Konsumsi LNPRT,2011,40.11
5301,Sumba Barat,Pengeluaran Konsumsi LNPRT,2014,48.73
3572,Kota Blitar,Pengeluaran Konsumsi Pemerintah,2024,1610.66
1113,Gayo Lues,PDRB,2010,1389.54
1804,Lampung Timur,Pengeluaran Konsumsi LNPRT,2016,447.71
9706,Yalimo,Net Ekspor,2014,-396.39
3672,Kota Cilegon,Pengeluaran Konsumsi LNPRT,2012,29.72
3305,Kebumen,Pengeluaran Konsumsi Rumah Tangga,2021,21523.2
1106,Aceh Tengah,Pengeluaran Konsumsi Pemerintah,2018,1248.35
3211,Sumedang,Net Ekspor,2020,-1294.6
6106,Ketapang,Pengeluaran Konsumsi Rumah Tangga,2017,10856.94
7602,Polewali Mandar,Perubahan Inventori,2020,80.58
1306,Padang Pariaman,Pengeluaran Konsumsi Pemerintah,2011,944.95
7401,Buton,PDRB,2013,5434.81
1221,Padang Lawas,Pengeluaran Konsumsi Pemerintah,2024,965.51
7111,Bolaang Mongondow Timur,Pembentukan Modal Tetap Bruto,2024,763.33
1115,Nagan Raya,Perubahan Inventori,2024,7.14
1203,Tapanuli Selatan,Pengeluaran Konsumsi Rumah Tangga,2021,7111.26
9708,Pegunungan Bintang,Perubahan Inventori,2013,3.47
1107,Aceh Barat,PDRB,2020,8109.23
3174,Kota Jakarta Barat,PDRB,2016,356364.56
7402,Muna,PDRB,2012,4767.7
7413,Muna Barat,Pembentukan Modal Tetap Bruto,2013,0.0
7414,Buton Tengah,Perubahan Inventori,2019,0.91
3275,Kota Bekasi,PDRB,2023,118963.02
1271,Kota Sibolga,Perubahan Inventori,2019,86.9
5106,Bangli,Pembentukan Modal Tetap Bruto,2021,2580.04
7601,Majene,Net Ekspor,2016,-594.22
6207,Lamandau,Pembentukan Modal Tetap Bruto,2023,2986.75
3523,Tuban,Pembentukan Modal Tetap Bruto,2018,23203.47
7603,Mamasa,Pengeluaran Konsumsi Pemerintah,2010,442.13
6305,Tapin,Net Ekspor,2015,1052.33
3316,Blora,Perubahan Inventori,2016,60.32
7408,Kolaka Utara,PDRB,2010,3172.45
1473,Kota Dumai,Net Ekspor,2020,3961.57
7412,Konawe Kepulauan,Net Ekspor,2023,-350.53
1701,Bengkulu Selatan,Pengeluaran Konsumsi Rumah Tangga,2023,4480.28
9471,Kota Jayapura,PDRB,2012,15136.46
5208,Lombok Utara,Perubahan Inventori,2010,29.92
8204,Halmahera Selatan,Pengeluaran Konsumsi Pemerintah,2016,827.59
1806,Lampung Utara,Pengeluaran Konsumsi Pemerintah,2015,1333.99
6502,Bulungan,Net Ekspor,2021,3695.96
1220,Padang Lawas Utara,Net Ekspor,2018,355.71
2104,Lingga,Perubahan Inventori,2020,6.41
5371,Kota Kupang,Net Ekspor,2019,-17022.13
7110,Bolaang Mongondow Selatan,Pembentukan Modal Tetap Bruto,2013,287.21
1312,Pasaman Barat,Pengeluaran Konsumsi LNPRT,2015,140.07
1225,Nias Barat,Pengeluaran Konsumsi LNPRT,2023,94.84
1106,Aceh Tengah,Pengeluaran Konsumsi LNPRT,2023,153.17
9503,Mappi,Pengeluaran Konsumsi Pemerintah,2022,1118.36
5207,Sumbawa Barat,Pembentukan Modal Tetap Bruto,2019,5027.27
3211,Sumedang,Pengeluaran Konsumsi Rumah Tangga,2010,10646.0
7472,Kota Baubau,Net Ekspor,2014,-1324.49
1273,Kota Pematang Siantar,Pengeluaran Konsumsi Pemerintah,2014,1105.44
2172,Kota Tanjung Pinang,Pengeluaran Konsumsi Pemerintah,2017,3905.87
7212,Morowali Utara,Pengeluaran Konsumsi Rumah Tangga,2021,5108.04
7312,Soppeng,Perubahan Inventori,2019,17.65
5310,Sikka,PDRB,2012,2710.1
3525,Gresik,Perubahan Inventori,2016,3555.92
7604,Mamuju,Pembentukan Modal Tetap Bruto,2010,1291.15
9502,Boven Digoel,Pengeluaran Konsumsi Rumah Tangga,2014,2071.98
3323,Temanggung,Pengeluaran Konsumsi Rumah Tangga,2013,10000.08
3504,Tulungagung,Pengeluaran Konsumsi LNPRT,2018,589.21
1174,Kota Lhokseumawe,Pengeluaran Konsumsi Pemerintah,2023,1612.35
8105,Kepulauan Aru,PDRB,2021,3669.83
7109,Minahasa Tenggara,Pengeluaran Konsumsi Rumah Tangga,2016,2214.2
7402,Muna,Pembentukan Modal Tetap Bruto,2017,2082.21
1408,Bengkalis,Pengeluaran Konsumsi Rumah Tangga,2012,13479.84
1903,Bangka Barat,Pembentukan Modal Tetap Bruto,2012,1369.35
1902,Belitung,Pengeluaran Konsumsi Pemerintah,2012,618.57
1310,Solok Selatan,Pengeluaran Konsumsi Pemerintah,2016,585.39
3321,Demak,PDRB,2024,35458.78
1172,Kota Sabang,Perubahan Inventori,2012,15.35
3501,Pacitan,Pengeluaran Konsumsi Pemerintah,2012,1128.29
1601,Ogan Komering Ulu,Pengeluaran Konsumsi LNPRT,2020,219.09
1110,Bireuen,Pembentukan Modal Tetap Bruto,2012,2004.91
1302,Pesisir Selatan,Pengeluaran Konsumsi LNPRT,2022,171.45
9205,Tambrauw,Pengeluaran Konsumsi Rumah Tangga,2015,60.52
3302,Banyumas,Pengeluaran Konsumsi Rumah Tangga,2012,23690.53
8171,Kota Ambon,Pengeluaran Konsumsi Pemerintah,2015,3611.44
3571,Kota Kediri,Pengeluaran Konsumsi Pemerintah,2012,1193.75
6411,Mahakam Ulu,Pengeluaran Konsumsi LNPRT,2010,6.89
1275,Kota Medan,PDRB,2024,329609.17
3309,Boyolali,Pembentukan Modal Tetap Bruto,2016,5386.05
6211,Gunung Mas,Pengeluaran Konsumsi LNPRT,2018,101.3
9608,Puncak Jaya,Pengeluaran Konsumsi LNPRT,2013,23.75
7172,Kota Bitung,PDRB,2020,17085.0
1222,Labuhan Batu Selatan,Pembentukan Modal Tetap Bruto,2014,4932.4
7308,Maros,Pembentukan Modal Tetap Bruto,2023,6820.27
1106,Aceh Tengah,PDRB,2019,7472.45
5206,Bima,Pengeluaran Konsumsi Pemerintah,2020,2247.21
1377,Kota Pariaman,Pengeluaran Konsumsi Pemerintah,2019,720.7
2105,Kepulauan Anambas,Pengeluaran Konsumsi Rumah Tangga,2021,2358.38
1701,Bengkulu Selatan,Perubahan Inventori,2013,50.31
7401,Buton,Perubahan Inventori,2018,1.71
7603,Mamasa,Pembentukan Modal Tetap Bruto,2014,501.95
3305,Kebumen,Perubahan Inventori,2010,109.96
3529,Sumenep,Perubahan Inventori,2021,1.82
3308,Magelang,PDRB,2020,32462.03
6571,Kota Tarakan,Pembentukan Modal Tetap Bruto,2021,8744.93
3203,Cianjur,Pengeluaran Konsumsi LNPRT,2013,71.43
3506,Kediri,Pengeluaran Konsumsi LNPRT,2017,842.94
3273,Kota Bandung,PDRB,2019,288460.88
6212,Barito Timur,Pengeluaran Konsumsi Pemerintah,2021,1189.3
1275,Kota Medan,Pengeluaran Konsumsi LNPRT,2011,378.07
3275,Kota Bekasi,Pembentukan Modal Tetap Bruto,2019,36411.65
1216,Pakpak Bharat,PDRB,2022,1393.58
3313,Karanganyar,Pengeluaran Konsumsi LNPRT,2015,336.97
8203,Kepulauan Sula,Pengeluaran Konsumsi Rumah Tangga,2018,1274.0
3324,Kendal,Net Ekspor,2015,1137.49
6108,Kapuas Hulu,Net Ekspor,2015,-748.97
7316,Enrekang,Pengeluaran Konsumsi Pemerintah,2013,755.88
1175,Kota Subulussalam,Pengeluaran Konsumsi Pemerintah,2016,498.55
7203,Morowali,Pengeluaran Konsumsi Rumah Tangga,2019,4903.69
5206,Bima,Pengeluaran Konsumsi LNPRT,2018,169.1
1112,Aceh Barat Daya,Net Ekspor,2023,-1296.44
7201,Banggai Kepulauan,Pembentukan Modal Tetap Bruto,2023,744.94
6310,Tanah Bumbu,Net Ekspor,2013,7136.3
7211,Banggai Laut,Pengeluaran Konsumsi Rumah Tangga,2012,857.72
1501,Kerinci,Pengeluaran Konsumsi LNPRT,2010,23.67
7212,Morowali Utara,Pengeluaran Konsumsi Rumah Tangga,2023,6271.29
1401,Kuantan Singingi,PDRB,2022,44909.8
1372,Kota Solok,Perubahan Inventori,2021,3.57
3579,Kota Batu,Pengeluaran Konsumsi Pemerintah,2022,1281.82
6405,Berau,Pengeluaran Konsumsi Rumah Tangga,2017,4282.74
7602,Polewali Mandar,Pembentukan Modal Tetap Bruto,2012,1625.61
9105,Manokwari,Pengeluaran Konsumsi Rumah Tangga,2013,2786.65
8201,Halmahera Barat,Pengeluaran Konsumsi Rumah Tangga,2019,1331.39
7411,Kolaka Timur,Pembentukan Modal Tetap Bruto,2015,1105.72
1803,Lampung Selatan,PDRB,2018,41586.07
7372,Kota Parepare,Pengeluaran Konsumsi LNPRT,2023,58.88
6472,Kota Samarinda,PDRB,2014,48273.72
5371,Kota Kupang,Perubahan Inventori,2020,159.38
9504,Asmat,Pengeluaran Konsumsi Pemerintah,2014,765.55
5106,Bangli,Pengeluaran Konsumsi Pemerintah,2018,1158.29
3201,Bogor,Net Ekspor,2015,1382.5
7605,Mamuju Utara,Pengeluaran Konsumsi LNPRT,2010,19.72
3579,Kota Batu,Pengeluaran Konsumsi Rumah Tangga,2017,9150.6
3671,Kota Tangerang,Pengeluaran Konsumsi LNPRT,2020,415.76
5108,Buleleng,Pembentukan Modal Tetap Bruto,2010,3520.37
1210,Dairi,Net Ekspor,2011,-178.32
7325,Luwu Timur,Pengeluaran Konsumsi Pemerintah,2021,1123.79
6371,Kota Banjarmasin,Pembentukan Modal Tetap Bruto,2018,8762.64
9428,Mamberamo Raya,PDRB,2019,1646.55
5319,Manggarai Timur,PDRB,2012,1649.21
1902,Belitung,Pengeluaran Konsumsi Rumah Tangga,2016,4375.39
3520,Magetan,Net Ekspor,2015,-1052.69
1101,Simeulue,Net Ekspor,2020,-1256.77
9701,Nduga,Perubahan Inventori,2015,0.97
3376,Kota Tegal,Perubahan Inventori,2022,87.65
1174,Kota Lhokseumawe,PDRB,2013,9578.67
3672,Kota Cilegon,Pengeluaran Konsumsi LNPRT,2013,32.15
3215,Karawang,Pembentukan Modal Tetap Bruto,2014,27797.3
1174,Kota Lhokseumawe,Net Ekspor,2012,2495.52
8171,Kota Ambon,Pengeluaran Konsumsi LNPRT,2017,263.0
5312,Ngada,Pengeluaran Konsumsi LNPRT,2023,129.41
6101,Sambas,PDRB,2014,13215.75
3514,Pasuruan,Pengeluaran Konsumsi LNPRT,2010,409.95
1905,Bangka Selatan,Pengeluaran Konsumsi LNPRT,2017,53.74
5319,Manggarai Timur,Net Ekspor,2014,-870.39
3315,Grobogan,Perubahan Inventori,2012,1111.35
7505,Gorontalo Utara,Pengeluaran Konsumsi Rumah Tangga,2018,1862.07
6403,Kutai Kartanegara,Perubahan Inventori,2016,618.56
3404,Sleman,PDRB,2016,36932.84
1114,Aceh Tamiang,Pembentukan Modal Tetap Bruto,2022,2797.67
7306,Gowa,Pembentukan Modal Tetap Bruto,2019,6509.23
6104,Mempawah,Net Ekspor,2021,-175.28
3304,Banjarnegara,Pengeluaran Konsumsi Rumah Tangga,2024,22804.41
1971,Kota Pangkal Pinang,Net Ekspor,2010,525.73
9604,Nabire,Pembentukan Modal Tetap Bruto,2013,1318.08
7310,Barru,PDRB,2024,9891.13
3277,Kota Cimahi,Pengeluaran Konsumsi Pemerintah,2017,1654.4
1116,Aceh Jaya,Net Ekspor,2013,-784.91
6471,Kota Balikpapan,PDRB,2020,103918.75
1118,Pidie Jaya,Pengeluaran Konsumsi LNPRT,2020,159.92
6311,Balangan,PDRB,2024,21764.18
5306,Belu,PDRB,2021,4699.02
9403,Jayapura,Pembentukan Modal Tetap Bruto,2015,2180.65
7111,Bolaang Mongondow Timur,Perubahan Inventori,2012,0.19
3308,Magelang,Pengeluaran Konsumsi Pemerintah,2021,2608.07
9408,Kepulauan Yapen,Pembentukan Modal Tetap Bruto,2012,490.32
8205,Halmahera Utara,PDRB,2018,5378.47
3512,Situbondo,Pengeluaran Konsumsi Pemerintah,2014,1673.54
7205,Donggala,PDRB,2024,16527.22
3276,Kota Depok,Pembentukan Modal Tetap Bruto,2013,19296.68
7602,Polewali Mandar,Perubahan Inventori,2013,-8.59
8208,Pulau Taliabu,Pengeluaran Konsumsi Pemerintah,2021,197.93
3273,Kota Bandung,Pengeluaran Konsumsi LNPRT,2012,731.19
6112,Kubu Raya,Perubahan Inventori,2016,363.05
9501,Merauke,Pengeluaran Konsumsi Pemerintah,2013,1888.34
3512,Situbondo,Pengeluaran Konsumsi LNPRT,2019,265.37
3324,Kendal,PDRB,2018,39548.99
8103,Maluku Tengah,Pembentukan Modal Tetap Bruto,2017,1801.14
3175,Kota Jakarta Utara,Net Ekspor,2012,-42639.98
9427,Supiori,Pengeluaran Konsumsi Pemerintah,2022,376.92
1509,Bungo,Pengeluaran Konsumsi Rumah Tangga,2017,8436.33
9708,Pegunungan Bintang,Pengeluaran Konsumsi Rumah Tangga,2011,683.38
1208,Asahan,Pembentukan Modal Tetap Bruto,2023,13519.07
3325,Batang,Pengeluaran Konsumsi Pemerintah,2018,1521.55
9403,Jayapura,Pengeluaran Konsumsi LNPRT,2011,36.47
7413,Muna Barat,PDRB,2021,2789.51
3319,Kudus,Pengeluaran Konsumsi Rumah Tangga,2021,29149.39
9603,Deiyai,Pengeluaran Konsumsi Pemerintah,2011,138.64
3528,Pamekasan,Net Ekspor,2017,-2731.26
1203,Tapanuli Selatan,Pengeluaran Konsumsi LNPRT,2017,172.17
9471,Kota Jayapura,Pembentukan Modal Tetap Bruto,2013,10335.95
3511,Bondowoso,Pengeluaran Konsumsi Rumah Tangga,2013,9095.97
1811,Mesuji,Net Ekspor,2020,568.71
1809,Pesawaran,PDRB,2015,11716.51
7404,Kolaka,PDRB,2018,23656.63
3501,Pacitan,Pengeluaran Konsumsi LNPRT,2016,266.51
1805,Lampung Tengah,Pengeluaran Konsumsi LNPRT,2018,829.8
7303,Bantaeng,Perubahan Inventori,2019,23.12
3671,Kota Tangerang,Pengeluaran Konsumsi LNPRT,2010,198.35
